"Bacterial.Species","Organism.Name","Body.Site","Animal.Species","Date.and.Time","AMIKAC","AMOCLA","AMOXIC","AMPHOT","AMPICI","ANIDUL","AZITHR","BACITR","CASPOF","CEFAZO","CEFOVE","CEFOXI","CEFPOD","CEFTAZ","CEFTIF","CEPALE","CEPHAL","CHLORA","CHLTET","CIPROF","CLARYT","CLINDA","DANOFL","DAPTOM","DOXYCY","ENROFL","ERYTH","FLORFE","FLUCON","FLUCYT","GENTAM","IMIPEN","ITRACO","KANAMY","LINCOM","LINEZO","MARBOF","MICAFU","MINOCY","MOXIFL","NEOMYC","NITRO","NOVOBI","OFLOXA","ORBIFL","OXACIL","OXYTET","PENICI","PIPTAZ","POLYB","POSACO","PRADOF","RIFAMP","SDIMET","SPECT","STREPT","SULTHI","SYNERC","TETRA","TIAMUL","TICARC","TICCLA","TIGECY","TILMIC","TOBRAM","TRISUL","TULATH","TYLO","VANCOM","VORICO"
"S.PSE","Staphylococcus pseudintermediu    ","URIVOID","CAN","6/12/2015 11:26",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URIVOID","CAN","6/21/2012 9:53",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","ORAS","CAN","6/23/2012 13:00","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       2",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," =       1",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","6/12/2015 16:20",NA,"<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," >      16",NA,NA,NA," >       4",NA,NA," >       8"," >       2"," >       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       2",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","7/4/2008 15:58","<=       4","<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," >      16",NA,NA,NA," >       1",NA,NA,NA,"<=     0.5"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","7/3/2008 15:44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","WOUS","CAN","1/26/2012 12:51","<=       4","<=    0.12",NA,NA," =     0.5",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       8","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URICYST","CAN","6/18/2013 8:42",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      32",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","NASCF","CAN","7/23/2009 9:20"," =      32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      16",NA,NA,NA," =       1",NA,NA,NA," =       1"," =       1",NA,NA,NA," =       8",NA,NA,NA,NA,NA," =       2",NA,NA,NA,NA,NA,NA,NA," =       4",NA,NA,NA,NA,NA,NA,NA," =       2",NA,NA,NA,NA,NA," =       8",NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","TW","CAN","6/12/2015 12:49","<=       4"," =    0.25",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       1","<=       2","<=       2",NA," =     0.5",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2"," =       1","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =       1",NA,NA,NA,NA,NA,NA,NA,NA," =     0.5",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","6/13/2015 13:21","<=       4"," =    0.25",NA,NA," =     0.5",NA,NA,NA,NA,"<=       1"," =       1","<=       2","<=       2",NA," =       1",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA," =     0.5",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","VAG","CAN","6/12/2015 16:19","<=       4","<=    0.12",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","6/14/2014 12:54","<=       4"," =    0.25",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       1","<=       2","<=       2",NA," =     0.5",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA," =     0.5",NA," =       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SEM","CAN","6/18/2013 16:38","<=       4","<=    0.12",NA,NA," =       1",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","6/11/2015 12:05","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," =       1",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EXUD","CAN","7/24/2010 11:44","<=       4","<=       4",NA,NA,NA,NA,NA,NA,NA,"<=       4","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,NA,"<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","6/14/2014 13:30","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       4","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","7/22/2011 11:59","<=       4","<=    0.12",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EXUD","CAN","7/26/2011 16:23","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA," >       4",NA,NA," =       4"," =     0.5"," >       4",NA,NA,NA," =       4","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       2",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","CORN","CAN","6/12/2015 14:35","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,NA,NA,NA,"<=       2","<=    0.25",NA,NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EXUD","CAN","6/17/2014 16:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       4",NA,NA,"<=       2"," >       2"," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URICYST","CAN","6/19/2013 11:19",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","URICYST","CAN","7/5/2008 6:28",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","7/24/2010 10:11","<=       4","<=       4",NA,NA,NA,NA,NA,NA,NA,"<=       4","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,NA," =       8",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","URIVOID","CAN","7/23/2009 16:44",NA," =      32",NA,NA," =      32",NA,NA,NA,NA,NA,NA,NA,NA,NA," =       4"," =     128",NA,NA,NA,NA,NA,NA,NA,NA,NA," =       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      32",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EYE","CAN","7/27/2010 8:12","<=      32",NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=      16",NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       4",NA,NA,NA,"<=       8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,NA,NA,"<=       8",NA,NA," >       5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=      64",NA,NA,NA,"<=       8",NA,NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","7/22/2011 12:01","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       4",NA,NA," =       4"," >       2"," >       4",NA,NA,NA," =       2",NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EAR","CAN","7/23/2009 11:08","<=       4","<=       4",NA,NA," =     0.5",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA," =     0.5",NA,"<=       2"," =       8",NA,NA,NA,"<=    0.25",NA,NA,NA,"<=     0.5","<=     0.5",NA,NA,NA," =       2","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","WOUS","CAN","7/23/2009 10:45","<=       4","<=       4",NA,NA," =      16",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA," =       2",NA,"<=       2","<=       4",NA,NA,NA,"<=    0.25",NA,NA,NA," =       4","<=     0.5",NA,NA,NA," =       4","<=       1",NA,NA,NA,NA," =       2",NA,NA,NA,NA,NA,NA,NA," =       4"," =       2",NA," =       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," =       8",NA,"<=       8","<=       8",NA,NA,NA," =       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","CORN","CAN","6/18/2014 8:38","<=      16",NA,NA,NA,NA,NA,NA," >       4",NA,"<=       8",NA,NA,NA,NA,"<=       2",NA,NA,"<=       4",NA,"<=       1",NA,NA,NA,NA,"<=    0.12",NA,"<=     0.5",NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5"," =       8",NA,NA," =    0.25",NA,NA,"<=     0.5",NA,NA," =      10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=      16",NA,NA,NA,"<=       4","<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","VAG","CAN","6/18/2014 15:39","<=       4","<=    0.12",NA,NA," =     0.5",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","MASN","CAN","6/17/2014 16:08","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA," >       4",NA,NA,"<=       2","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","6/17/2014 11:12",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      32",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","WOUS","CAN","6/13/2015 13:17","<=       4"," =    0.25",NA,NA," =       1",NA,NA,NA,NA,"<=       1"," =       2","<=       2","<=       2",NA," =       1",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA," =       2","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =     0.5",NA," =       2",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","TW","CAN","6/23/2012 12:02","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","INTER","CAN","6/12/2015 12:48","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","6/13/2015 13:19","<=       4"," =     0.5",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       2","<=       2","<=       2",NA," =       1",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =       1",NA," =       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SEM","CAN","7/23/2009 14:37","<=       4","<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =      16",NA,NA,NA," =       1",NA,NA,NA,"<=     0.5"," =       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," =       8",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","6/19/2014 16:50","<=       4"," =     0.5",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       2","<=       2","<=       2",NA," =       2",NA,"<=       2"," >      16",NA,NA,NA," >       4",NA,NA,"<=       2"," >       2"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =       1",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA," =      16","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URICYST","CAN","6/27/2012 8:10",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      32",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","6/27/2012 8:11",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EAR","CAN","7/8/2008 15:21","<=       4","<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=    0.25",NA,NA,NA," =       2","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA," >       4","<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,"<=       2",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","6/20/2013 16:19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","VAG","CAN","6/21/2013 12:54","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","6/18/2014 15:42","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
